STATISTIC Label,Year,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,886.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,910.46
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,550.51
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,671.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,838.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,538.19
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,809.85
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,949.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1160.64
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,549.88
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1028.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1090.73
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,601.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,475.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,525.31
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,399.96
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,497.15
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,463.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1484.17
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1039.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1631.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1692.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2040.88
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1100.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1691.61
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1539.08
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1777.12
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1220.5
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1312.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1133.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1536.85
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1481.02
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1362.33
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1151.12
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1067.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1305.56
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1487.27
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1332.94
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1182.43
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1679.24
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1283.56
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1419.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2152.77
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1482.5
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1925.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1741.77
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1424.09
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1756.84
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2291.88
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2862.2
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2025.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1629.7
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1578.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1539.09
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1583.93
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1696.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1368.48
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1458.94
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1422.34
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1411.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1290.55
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1756.42
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1981.19
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1780.39
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1724.93
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1636.42
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1791.28
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1694.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1656.32
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1329.03
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1318.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1317.31
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1467.43
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1434.86
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1743.02
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1301.61
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1671.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1533.54
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1359.89
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1385.37
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1404.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1463.19
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1239.2
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1580.79
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1275.9
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1139.5
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1275.52
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1463.34
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1216.52
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1478.67
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1374.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1308.7
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1395.87
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1367.19
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1328.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1677.87
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1404.88
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1444.07
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1371.86
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1313.31
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1278.82
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1152.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1280.61
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1379.82
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1281.65
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1340.04
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1497.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1093.23
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1115.98
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1148.59
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1222.87
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1109.33
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1276.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1291.04
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1219.55
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1320.62
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1328.17
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1231.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1491.55
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1342.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1312.65
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1347.93
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1333.46
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1355.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1337.92
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1445.01
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1556.42
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1426.3
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1595.24
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1600.09
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1859.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1447.77
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1310.3
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1378.68
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1318.34
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1312.28
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1514.65
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1160.33
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1251.78
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1252.12
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1145.88
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1180.17
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1261.03
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1322.6
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1202.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1523.19
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1633.72
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1728.89
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1442.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1465.43
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1186.43
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1351.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1391.6
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1624.47
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1493.08
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1594.54
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1848.17
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1661.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1471.5
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1262.9
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1291.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1448.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1218.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1220.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1343.88
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1295.31
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1280.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1285.5
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,940.32
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1026.39
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,629.99
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,498.34
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,792.85
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1118.84
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1078.86
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,958.81
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,534.17
